Word	Annotation	Sense	Part of Speech	Level
blow			n.	B2
robust			adj.	C1
summit			n.	C1
efficiency			n.	C1
expertise			n.	B2
remarkable			adj.	B2
meaningful			adj.	C1
diversity			n.	B2
dynamic			adj., n.	B2, C1
versus			prep.	C1
replacement			n.	C1
upgrade			v., n.	C1
prominent			adj.	C1
homeless			adj.	B2
trail			n., v.	C1
defender			n.	B2
humanitarian			adj.	C1
settlement			n.	C1
hidden			adj.	B2
regardless			adv.	C1
involvement			n.	C1
mortgage			n.	B2
collective			adj.	C1
strengthen			v.	B2
absence			n.	C1
notable			adj.	C1
audio			adj.	B2
compensation			n.	C1
regime			n.	C1
rival			n., adj.	B2
deadly			adj.	B2
essentially			adv.	B2
processing			n.	C1
rail			n.	B2
formerly			adv.	B2
shortage			n.	B2
attendance			n.	C1
removal			n.	C1
widespread			adj.	B2
clash			n.	C1
duo			n.	C1
anxiety			n.	B2
clinical			adj.	C1
consumption			n.	B2
dispute			n., v.	C1
residence			n.	C1
transformation			n.	C1
venture			n., v.	C1
bonus			n.	C1
participation			n.	B2
resistance			n.	C1
inspiration			n.	C1
license			v.	C1
pride			n.	B2
reform			n., v.	C1
urgent			adj.	B2
odds			n.	C1
suicide			n.	C1
trillion			number	B2
dedication			n.	C1
tag			n., v.	B2
receiver			n.	B2
landing			n.	B2
anticipate			v.	B2
implement			v.	B2
regulatory			adj.	C1
exceptional			adj.	C1
striking			adj.	B2
craft			n., v.	B2, C1
handling			n.	C1
intent			n.	C1
restore			v.	B2
chaos			n.	C1
independence			n.	B2
promising			adj.	B2
surge			n., v.	C1
ambulance			n.	B2
principal			adj., n.	B2, C1
alert			v., n., adj.	C1
tragedy			n.	B2
shoot			n.	C1
solo			adj., n.	C1
immigration			n.	B2
thrilled			adj.	C1
headquarters			n.	B2
ballot			n.	C1
implementation			n.	C1
membership			n.	B2
outlet			n.	C1
integrity			n.	C1
petition			n.	C1
promotion			n.	B2
conspiracy			n.	B2
ultimate			adj.	B2
welfare			n.	B2
governance			n.	C1
whilst			conj.	C1
pipeline			n.	C1
cabinet			n.	C1
prosecution			n.	C1
recession			n.	B2
overcome			v.	B2
unprecedented			adj.	C1
terrorist			n.	B2
toll			n.	C1
trauma			n.	C1
embrace			v.	B2
proceedings			n.	C1
suspension			n.	C1
nationwide			adj.	C1
short-term			adj.	B2
uncertainty			n.	B2
legislative			adj.	C1
nomination			n.	C1
scenario			n.	B2
concrete			adj., n.	B2
outfit			n.	B2
gay			adj.	B2
shocking			adj.	B2
reminder			n.	C1
handful			n.	C1
visible			adj.	B2
inclusion			n.	C1
registration			n.	B2
supportive			adj.	C1
pregnancy			n.	C1
provision			n.	C1
agriculture			n.	B2
deficit			n.	C1
so-called			adj.	B2
parade			n.	B2
barely			adv.	B2
somehow			adv.	B2
full-time			adj./adv.	B2
fatal			adj.	C1
warrant			n., v.	C1
democratic			adj.	B2
agricultural			adj.	C1
fundraising			n.	C1
lane			n.	B2
provincial			adj.	C1
coalition			n.	C1
rental			n.	C1
timing			n.	B2
annually			adv.	B2
donation			n.	B2
controversy			n.	B2
deposit			n., v.	B2, C1
electoral			adj.	C1
organic			adj.	B2
tap			v., n.	B2
legend			n.	B2
advocate			n., v.	C1
disclosure			n.	C1
tenure			n.	C1
destruction			n.	B2
fossil			n.	B2
foster			v.	C1
greatly			adv.	B2
subscription			n.	C1
legendary			adj.	C1
asylum			n.	C1
vibrant			adj.	C1
equivalent			n., adj.	B2
romance			n.	B2
sporting			adj.	B2
fate			n.	C1
humanity			n.	C1
compelling			adj.	C1
rape			n., v.	C1
intervention			n.	C1
respective			adj.	C1
adoption			n.	C1
survival			n.	B2
quest			n.	C1
interim			adj.	C1
subsequent			adj.	B2
well-being			n.	C1
framework			n.	B2
memorable			adj.	B2
toxic			adj.	C1
elite			n.	C1
lifetime			n.	B2
interior			adj., n.	C1
rear			adj., n.	C1
optimistic			adj.	B2
plea			n.	C1
transparency			n.	C1
overseas			adv., adj.	B2
surveillance			n.	C1
utility			n.	C1
comic			adj., n.	B2
consultation			n.	C1
depression			n.	B2
disruption			n.	C1
appealing			adj.	C1
counter	(argue against)		v.	C1
counter	(long flat surface)		n.	B2
compliance			n.	C1
constitutional			adj.	C1
discrimination			n.	C1
judicial			adj.	C1
reverse			v., n., adj.	C1
adaptation			n.	C1
civilian			n., adj.	C1
consent			n., v.	C1
coordinator			n.	C1
indictment			n.	C1
burden			n.	C1
establishment			n.	C1
sentiment			n.	C1
signature			n.	B2
enterprise			n.	C1
councillor			n.	C1
icon			n.	B2
brutal			adj.	C1
swing			v., n.	C1
creativity			n.	B2
globe			n.	B2
activist			n.	C1
breach			n., v.	C1
passionate			adj.	B2
trophy			n.	C1
vessel			n.	C1
gear			n.	C1
weird			adj.	B2
automatically			adv.	B2
format			n.	B2
shipping			n.	C1
countless			adj.	C1
moderate			adj.	C1
rocket			n.	B2
genuine			adj.	B2
hardware			n.	C1
spell			n.	C1
tremendous			adj.	C1
trio			n.	C1
lighting			n.	B2
excess			n., adj.	C1
speculation			n.	B2
conservation			n.	B2
creator			n.	C1
diplomatic			adj.	C1
operator			n.	B2
beneficial			adj.	B2
preliminary			adj.	C1
recruitment			n.	B2
auction			n.	B2
medication			n.	B2
suspicion			n.	C1
backing			n.	C1
default			n.	C1
inspection			n.	C1
racial			adj.	B2
screening			n.	B2
availability			n.	C1
testimony			n.	C1
missile			n.	C1
representation			n.	C1
subsequently			adv.	B2
hopeful			adj.	C1
probe			n., v.	C1
output			n.	B2
execution			n.	C1
golden			adj.	B2
overwhelming			adj.	C1
briefly			adv.	B2
violation			n.	C1
commissioner			n.	C1
input			n.	B2
mandate			n.	C1
scope			n.	C1
sufficient			adj.	B2
alliance			n.	C1
comply			v.	C1
curious			adj.	B2
firearm			n.	C1
nursing			adj.	B2
presently			adv.	C1
chase			v., n.	B2
conviction			n.	C1
determination			n.	B2
divorce			n., v.	B2
integrated			adj.	C1
privilege			n.	C1
progressive			adj.	B2
highway			n.	B2
twist			v., n.	C1
administrative			adj.	C1
forth			adv.	C1
appreciation			n.	C1
resume			v.	C1
array			n.	C1
coastal			adj.	C1
assembly			n.	C1
pursuit			n.	B2
adjust			v.	B2
terror			n.	B2
pause			v., n.	B2
productivity			n.	C1
unity			n.	B2
workplace			n.	B2
faculty			n.	C1
mask			n.	C1
solely			adv.	C1
suspicious			adj.	C1
bold			adj.	B2
exception			n.	B2
harassment			n.	C1
accountability			n.	C1
fame			n.	B2
gambling			n.	C1
prosecutor			n.	C1
lengthy			adj.	C1
magical			adj.	C1
underlying			adj.	C1
addiction			n.	B2
frustrated			adj.	C1
significance			n.	B2
installation			n.	B2
temporarily			adv.	B2
crude			adj.	C1
eager			adj.	C1
grid			n.	C1
isolated			adj.	B2
spotlight			n.	C1
stance			n.	B2
clinic			n.	B2
debris			n.	C1
frustration			n.	C1
scrutiny			n.	C1
diagnosis			n.	C1
accountable			adj.	C1
entertaining			adj.	B2
flexibility			n.	C1
facilitate			v.	C1
frequent			adj.	B2
racism			n.	B2
fleet			n.	C1
legitimate			adj.	C1
robbery			n.	B2
bat			n., v.	B2, C1
disabled			adj.	B2
alike			adv., adj.	C1
noon			n.	C1
usage			n.	B2
aftermath			n.	C1
arguably			adv.	C1
bound			adj.	B2
evident			adj.	B2
merely			adv.	C1
mainstream			n., adj.	C1
skilled			adj.	B2
unfortunate			adj.	B2
dominant			adj.	B2
fantasy			n.	B2
immense			adj.	C1
migration			n.	C1
ambassador			n.	C1
pronounced			adj.	C1
shed			v.	C1
accommodate			v.	B2
dive			v., n.	B2
premier			n.	C1
ID			n.	B2
grocery			n.	B2
jet			n.	B2
meantime			n.	C1
tension			n.	B2
prevention			n.	C1
racist			adj., n.	B2
sacrifice			n., v.	C1
prestigious			adj.	C1
backup			n.	C1
partially			adv.	C1
snap			v.	C1
compromise			n., v.	C1
disorder			n.	B2
mutual			adj.	C1
proceeds			n.	C1
chamber			n.	C1
cruise			n., v.	B2
crack			v., n.	B2
programming			n.	B2
high-profile			adj.	C1
parliamentary			adj.	C1
renowned			adj.	C1
adequate			adj.	B2
drought			n.	B2
considerable			adj.	B2
ethnic			adj.	B2
formula			n.	C1
hydrogen			n.	C1
blend			v., n.	C1
protein			n.	B2
march			n., v.	C1
mere			adj.	C1
admission			n.	C1
crown			n.	C1
grief			n.	C1
transit			n.	C1
verdict			n.	C1
memorial			n.	C1
eliminate			v.	B2
referendum			n.	C1
resignation			n.	C1
spectacular			adj.	B2
ward			n.	C1
integration			n.	C1
teens			n.	B2
trigger			v., n.	B2, C1
instantly			adv.	B2
thrive			v.	C1
basket			n.	B2
distinct			adj.	B2
exclusively			adv.	C1
medal			n.	B2
notably			adv.	C1
ton			n.	B2
conversion			n.	C1
presidency			n.	C1
arena			n.	C1
balloon			n.	B2
frustrating			adj.	C1
intimate			adj.	C1
transparent			adj.	C1
casual			adj.	B2
halt			v., n.	C1
loyal			adj.	B2
slot			n.	C1
auto			n.	C1
indication			n.	B2
profitable			adj.	C1
panic			n.	B2
warming			n.	B2
blast			n., v.	C1
influential			adj.	C1
coup			n.	C1
endless			adj.	C1
worthy			adj.	C1
constitution			n.	C1
balanced			adj.	B2
valid			adj.	B2
genuinely			adv.	B2
minimal			adj.	C1
shareholder			n.	C1
spectrum			n.	C1
allocation			n.	C1
delegation			n.	C1
logo			n.	B2
modest			adj.	B2
forum			n.	B2
random			adj.	B2
ranking			n.	C1
commentary			n.	C1
detention			n.	C1
psychological			adj.	B2
raid			n., v.	C1
backdrop			n.	C1
marine			adj.	C1
spin			v., n.	C1
inevitable			adj.	B2
mandatory			adj.	C1
rebuild			v.	B2
deck			n.	B2
disappointment			n.	B2
scandal			n.	B2
workshop			n.	B2
commander			n.	B2
consultant			n.	B2
convenience			n.	B2
strain			n.	C1
accelerate			v.	C1
interact			v.	B2
anonymous			adj.	C1
constituency			n.	C1
disability			n.	B2
dramatically			adv.	B2
sole			adj.	C1
solidarity			n.	C1
tender			adj.	C1
outbreak			n.	C1
patience			n.	B2
productive			adj.	C1
ally			n.	C1
liberal			adj., n.	C1
stroke			n.	B2
authentic			adj.	C1
explosive			adj., n.	C1
harsh			adj.	C1
patrol			n., v.	C1
vocal			adj.	C1
withdraw			v.	B2
clarity			n.	C1
legislature			n.	C1
openly			adv.	B2
pump			v., n.	C1
bulk			n.	C1
desperately			adv.	B2
evolution			n.	B2
loyalty			n.	C1
sustain			v.	C1
broadcaster			n.	B2
certificate			n.	B2
distress			n., v.	C1
motivation			n.	B2
restoration			n.	C1
entity			n.	C1
hilarious			adj.	B2
profound			adj.	C1
damaging			adj.	C1
firmly			adv.	B2
gorgeous			adj.	B2
landmark			n.	C1
rehabilitation			n.	C1
immune			adj.	B2
leak			v., n.	C1
caution			n.	C1
proceed			v.	B2
breakdown			n.	C1
fortunate			adj.	B2
chronic			adj.	C1
curriculum			n.	B2
municipal			adj.	C1
undoubtedly			adv.	C1
fixture			n.	C1
ridiculous			adj.	B2
spy			n., v.	C1
timely			adj.	C1
unacceptable			adj.	B2
excessive			adj.	B2
exhibit			v., n.	B2
burst			v.	C1
junction			n.	C1
occupation			n.	B2
radical			adj.	C1
declaration			n.	C1
optimism			n.	C1
casino			n.	C1
bizarre			adj.	C1
bounce			v.	C1
cautious			adj.	C1
severely			adv.	B2
viable			adj.	C1
demonstration			n.	B2
intensity			n.	C1
monster			n.	B2
sheer			adj.	C1
terrorism			n.	B2
amendment			n.	C1
excellence			n.	C1
revenge			n.	C1
scholarship			n.	B2
universal			adj.	B2
cattle			n.	C1
interaction			n.	B2
remainder			n.	C1
aggression			n.	C1
copper			n.	C1
dual			adj.	C1
mature			adj., v.	C1
strip	(long narrow piece)		n.	C1
strip	(remove clothes/a layer)		v.	C1
superior			adj.	C1
confusion			n.	B2
emotionally			adv.	B2
recruit			v., n.	B2
threshold			n.	C1
deployment			n.	C1
mobility			n.	C1
predecessor			n.	C1
grace			n.	C1
punch			n., v.	C1
bias			n.	B2
kit			n.	B2
formation			n.	B2
grave	(for dead person)		n.	C1
grave	(serious)		adj.	C1
interference			n.	C1
visa			n.	B2
outing			n.	C1
precious			adj.	B2
animation			n.	B2
apology			n.	B2
cute			adj.	B2
dependent			adj.	B2
disturbing			adj.	C1
duration			n.	B2
infamous			adj.	C1
listing			n.	C1
adjacent			adj.	C1
refugee			n.	B2
senator			n.	C1
technological			adj.	B2
wisdom			n.	B2
breakthrough			n.	C1
cargo			n.	C1
spokeswoman			n.	B2
structural			adj.	C1
credible			adj.	C1
neighbouring			adj.	C1
pledge			v., n.	C1
radar			n.	C1
undergo			v.	B2
fabric			n.	B2
glimpse			n.	C1
mechanism			n.	B2
shore			n.	B2
withdrawal			n.	C1
booking			n.	B2
execute			v.	C1
reflection			n.	C1
terminal			n., adj.	B2, C1
accidentally			adv.	B2
accuracy			n.	B2
beneath			prep.	C1
enjoyable			adj.	B2
interactive			adj.	C1
acceptance			n.	C1
artwork			n.	B2
cult			n., adj.	C1
graphic			adj.	B2
inappropriate			adj.	C1
instant			adj.	B2
simultaneously			adv.	C1
equality			n.	C1
perception			n.	B2
referee			n.	B2
spare			adj., v.	B2, C1
contractor			n.	C1
detection			n.	C1
glory			n.	C1
journalism			n.	B2
satisfaction			n.	B2
spark			v.	C1
albeit			conj.	C1
fierce			adj.	C1
seal			v., n.	C1
capability			n.	C1
conventional			adj.	B2
essence			n.	C1
hostage			n.	C1
negotiate			v.	B2
transmission			n.	C1
willingness			n.	C1
charm			n.	C1
cope			v.	B2
turnover			n.	C1
corrupt			adj.	C1
database			n.	B2
patch			n.	C1
persistent			adj.	C1
audit			n.	C1
automatic			adj.	B2
confirmation			n.	C1
costly			adj.	C1
dose			n.	C1
hunger			n.	B2
sake			n.	C1
publishing			n.	B2
substitute			n., v.	C1
academy			n.	C1
critically			adv.	B2
integral			adj.	C1
oxygen			n.	B2
lap			n.	C1
thoroughly			adv.	B2
decision-making			n.	C1
dip			v.	C1
align			v.	C1
benchmark			n.	C1
proportion			n.	B2
lately			adv.	B2
regulator			n.	C1
span			v., n.	C1
straightforward			adj.	C1
serial			adj.	C1
cheer			v., n.	B2
congressional			adj.	C1
realm			n.	C1
compound			n.	B2
effectiveness			n.	C1
rotation			n.	C1
suite			n.	C1
pole			n.	C1
convention			n.	B2
sometime			adv.	B2
contrary			adj., n.	C1
counterpart			n.	C1
lifelong			adj.	C1
magnitude			n.	C1
nominee			n.	C1
pit			n.	C1
altogether			adv.	B2
freely			adv.	B2
gig			n.	B2
greenhouse			n.	B2
log			n., v.	C1
awkward			adj.	B2
corridor			n.	B2
forthcoming			adj.	C1
hostile			adj.	C1
permanently			adv.	B2
propaganda			n.	C1
thorough			adj.	B2
blessing			n.	C1
evolve			v.	B2
feat			n.	C1
heal			v.	B2
prompt			v.	B2
subsidy			n.	C1
triumph			n.	C1
voluntary			adj.	B2
likelihood			n.	C1
memoir			n.	C1
premise			n.	C1
prosperity			n.	C1
sophisticated			adj.	B2
workout			n.	C1
adverse			adj.	C1
consistency			n.	C1
dignity			n.	C1
evaluation			n.	B2
genetic			adj.	B2
humble			adj.	C1
intellectual			adj., n.	B2, C1
problematic			adj.	C1
empower			v.	C1
graphics			n.	B2
harvest			n., v.	C1
circuit			n.	B2
fare			n.	B2
horizon			n.	C1
imprisonment			n.	C1
protective			adj.	C1
compassion			n.	C1
identification			n.	C1
mentor			n.	C1
puzzle			n.	B2
tobacco			n.	C1
tribal			adj.	C1
boom			n.	C1
broadly			adv.	B2
companion			n.	C1
efficiently			adv.	B2
hence			adv.	B2
large-scale			adj.	C1
non-profit			adj.	C1
hip			n.	B2
tribunal			n.	C1
rhetoric			n.	C1
strive			v.	C1
acute			adj.	C1
economics			n.	B2
reign			n., v.	C1
resign			v.	B2
troubled			adj.	C1
basement			n.	B2
halfway			adv.	C1
lens			n.	B2
slavery			n.	C1
subtle			adj.	C1
superb			adj.	C1
absent			adj.	C1
anchor			n.	C1
barrel			n.	C1
credibility			n.	C1
habitat			n.	B2
isolation			n.	C1
line-up			n.	C1
precisely			adv.	B2
treasure			n.	B2
courtesy			n.	C1
mechanical			adj.	B2
aesthetic			adj.	C1
enforce			v.	C1
intriguing			adj.	C1
notorious			adj.	C1
precise			adj.	B2
exceed			v.	B2
interface			n.	C1
submission			n.	C1
trap			v., n.	B2
turnout			n.	C1
whoever			pron.	B2
accomplish			v.	B2
commodity			n.	C1
hatred			n.	C1
marketplace			n.	C1
scattered			adj.	C1
accordance			n.	C1
charming			adj.	B2
civic			adj.	C1
merger			n.	C1
opt			v.	C1
tactical			adj.	C1
temple			n.	B2
distinctive			adj.	C1
domain			n.	C1
elaborate			adj.	C1
parallel			adj., n.	B2
revelation			n.	C1
cocktail			n.	C1
disrupt			v.	C1
rage			n.	C1
steadily			adv.	B2
warehouse			n.	C1
considerably			adv.	B2
deploy			v.	C1
elementary			adj.	B2
prescription			n.	C1
successor			n.	C1
thoughtful			adj.	C1
tide			n.	C1
biological			adj.	B2
bombing			n.	B2
collaborate			v.	C1
decisive			adj.	C1
jurisdiction			n.	C1
oral			adj.	C1
prospective			adj.	C1
stem			n., v.	C1
alien			n., adj.	B2, C1
allegation			n.	C1
bare			adj.	C1
disclose			v.	C1
hint			n., v.	C1
separation			n.	C1
sovereignty			n.	C1
comparable			adj.	C1
distant			adj.	B2
ideology			n.	C1
lobby			n., v.	C1
occasional			adj.	C1
retreat			n., v.	C1
utilize			v.	C1
varied			adj.	C1
vulnerability			n.	C1
charter			n.	C1
darkness			n.	B2
fever			n.	B2
intake			n.	C1
intensive			adj.	C1
midst			n.	C1
blanket			n.	B2
complexity			n.	C1
dominance			n.	C1
economist			n.	B2
frankly			adv.	C1
functional			adj.	C1
kidney			n.	C1
physician			n.	C1
protocol			n.	C1
shaped			adj.	B2
cabin			n.	B2
nod			v.	C1
guilt			n.	C1
handy			adj.	C1
hook			v., n.	B2, C1
password			n.	B2
delicate			adj.	C1
interpretation			n.	B2
ladder			n.	B2
undermine			v.	C1
confront			v.	C1
dam			n.	C1
plug			v., n.	C1
appetite			n.	C1
donor			n.	C1
entrepreneur			n.	B2
flee			v.	C1
beside			prep.	B2
discharge			v.	C1
grip			n., v.	C1
lawn			n.	C1
liver			n.	C1
marathon			n.	B2
sacred			adj.	C1
substantially			adv.	C1
assure			v.	B2
bay			n.	C1
confrontation			n.	C1
inability			n.	C1
instrumental			adj.	C1
long-standing			adj.	C1
peer			n.	B2
purely			adv.	B2
supposedly			adv.	C1
offender			n.	B2
part-time			adj./adv.	B2
skip			v.	C1
coordination			n.	C1
embark			v.	C1
fairness			n.	C1
naked			adj.	B2
overly			adv.	C1
pathway			n.	C1
preference			n.	B2
vacuum			n.	C1
disposal			n.	C1
empire			n.	B2
survivor			n.	B2
boundary			n.	C1
breed			v., n.	C1
convincing			adj.	B2
mate			n., v.	B2
supplement			n., v.	C1
thereby			adv.	C1
contender			n.	C1
embassy			n.	C1
refusal			n.	C1
specialized			adj.	C1
stark			adj.	C1
besides			prep., adv.	B2
electronics			n.	B2
incorporate			v.	B2
indigenous			adj.	C1
landlord			n.	C1
litter			n.	B2
nutrition			n.	B2
risky			adj.	B2
scare			v., n.	B2
steam			n.	B2
verify			v.	C1
banner			n.	C1
consciousness			n.	C1
gesture			n.	B2
revival			n.	C1
drain			v.	C1
minimize			v.	C1
recipient			n.	C1
scratch			v., n.	B2
undertake			v.	B2
cemetery			n.	C1
fabulous			adj.	B2
fundamentally			adv.	B2
incentive			n.	B2
outrage			n., v.	C1
placement			n.	B2
presumably			adv.	C1
abundance			n.	C1
bow		1	v., n.	C1
commence			v.	C1
consult			v.	B2
indicator			n.	C1
integrate			v.	B2
lottery			n.	B2
magnificent			adj.	B2
miracle			n.	C1
overturn			v.	C1
theatrical			adj.	C1
brick			n.	B2
differ			v.	B2
genius			n.	B2
inadequate			adj.	C1
namely			adv.	C1
sack			v.	C1
situated			adj.	C1
accordingly			adv.	C1
browser			n.	C1
cater			v.	C1
destructive			adj.	C1
misleading			adj.	C1
restrict			v.	B2
successive			adj.	C1
circulation			n.	C1
citizenship			n.	C1
exploitation			n.	C1
renew			v.	C1
surplus			n.	C1
trace			v., n.	B2, C1
treaty			n.	C1
assurance			n.	C1
dairy			n., adj.	B2
thread			n.	C1
clarify			v.	B2
identical			adj.	B2
machinery			n.	C1
syndrome			n.	C1
bass		1	n.	C1
corporation			n.	B2
filter			n., v.	C1
inevitably			adv.	B2
leap			v., n.	C1
lethal			adj.	C1
partial			adj.	C1
acid			n., adj.	B2, C1
correspondent			n.	C1
expenditure			n.	C1
extract			n., v.	B2, C1
intact			adj.	C1
loop			n.	C1
mill			n.	C1
regulate			v.	B2
complement			v.	C1
contention			n.	C1
cop			n.	C1
intervene			v.	C1
nasty			adj.	B2
parish			n.	C1
tuition			n.	C1
continually			adv.	C1
furious			adj.	B2
infant			n.	C1
nonetheless			adv.	C1
slam			v.	C1
unite			v.	B2
vertical			adj.	B2
accurately			adv.	B2
cognitive			adj.	C1
relieved			adj.	B2
administrator			n.	C1
gut			n.	C1
imminent			adj.	C1
maximize			v.	C1
norm			n.	B2
predictable			adj.	B2
elevate			v.	C1
sword			n.	C1
utterly			adv.	C1
choir			n.	B2
genocide			n.	C1
layout			n.	C1
mainland			n.	C1
reluctant			adj.	C1
revive			v.	C1
rifle			n.	C1
ruin			v., n.	B2
spectacle			n.	C1
broadband			n.	C1
elegant			adj.	B2
exploit			v.	B2
info			n.	B2
merit			n.	C1
processor			n.	C1
sensation			n.	C1
squeeze			v.	C1
testify			v.	C1
texture			n.	C1
tolerance			n.	C1
violate			v.	C1
editorial			adj.	B2
emergence			n.	C1
sexuality			n.	C1
suburban			adj.	C1
torture			n., v.	C1
aide			n.	C1
explicit			adj.	C1
motive			n.	C1
pill			n.	B2
preservation			n.	C1
reliability			n.	C1
strictly			adv.	B2
memo			n.	C1
uphold			v.	C1
autonomy			n.	C1
dealer			n.	B2
laser			n.	C1
burial			n.	C1
contributor			n.	C1
literary			adj.	B2
logic			n.	C1
regain			v.	C1
spouse			n.	C1
taxpayer			n.	C1
curiosity			n.	C1
surrender			v.	C1
battlefield			n.	C1
composition			n.	C1
dismissal			n.	C1
documentation			n.	C1
epidemic			n.	C1
fraction			n.	B2
grasp			v., n.	C1
insufficient			adj.	C1
literacy			n.	C1
nursery			n.	C1
precision			n.	C1
supervision			n.	C1
therapist			n.	B2
youngster			n.	C1
applicant			n.	B2
cooperate			v.	C1
niche			n.	C1
pastor			n.	C1
sensitivity			n.	C1
chunk			n.	C1
condemn			v.	C1
endorsement			n.	C1
expire			v.	C1
fluid			n.	C1
long-time			adj.	C1
orientation			n.	C1
precedent			n.	C1
spill			v.	B2
explicitly			adv.	C1
imagery			n.	C1
oversee			v.	C1
reasonably			adv.	B2
surgeon			n.	B2
adjustment			n.	C1
elbow			n.	B2
glorious			adj.	C1
mob			n.	C1
worship			n., v.	C1
wrist			n.	B2
amateur			adj., n.	C1
applicable			adj.	C1
appoint			v.	C1
historian			n.	B2
militant			n., adj.	C1
opera			n.	B2
predominantly			adv.	C1
tenant			n.	C1
weed			n.	C1
assumption			n.	B2
pad			n.	C1
parental			adj.	C1
passive			adj.	C1
seize			v.	C1
toss			v.	C1
allowance			n.	C1
bargain			n.	B2
congratulate			v.	C1
delete			v.	B2
portray			v.	C1
rejection			n.	C1
spite			n.	B2
surgical			adj.	C1
allege			v.	C1
commerce			n.	C1
terrific			adj.	C1
wheat			n.	B2
flavour			n.	B2
necessity			n.	B2
suburb			n.	B2
suspend			v.	B2
tactic			n.	C1
